Catalog#,Artist,Title,Label,Format,Released,release_id,CollectionFolder,Date Added,date,Time,Label1,Label2,Same_label,Format_category,Value
RCD 2061,Arve Henriksen,Strjon,Rune Grammofon,"CD, Album",2007,907872,Uncategorized,01/12/2019 00:14,12/01/2019,00:14:00,Rune Grammofon,,Different,CD,3
RCD 2066,Susanna,Sonata Mix Dwarf Cosmos,Rune Grammofon,"CD, Album",2007,1051438,Uncategorized,20/12/2019 10:42,20/12/2019,10:42:00,Rune Grammofon,,Different,CD,2
RCD2001,Supersilent,01-Mar,Rune Grammofon,"xCD, Album, RE",2002,164785,Uncategorized,01/12/2019 00:37,12/01/2019,00:37:00,Rune Grammofon,,Different,CD,3
RCD2067,Supersilent,8,Rune Grammofon,"CD, Album",2007,1076512,Uncategorized,20/12/2019 10:44,20/12/2019,10:44:00,Rune Grammofon,,Different,CD,2
RCD2092,Supersilent,9,Rune Grammofon,"CD, Album",2009,1955509,Uncategorized,07/12/2019 22:07,12/07/2019,22:07:00,Rune Grammofon,,Different,CD,5
RCD2204,Maja S. K. Ratkje,Sult,Rune Grammofon,"CD, Album",2019,13293889,Uncategorized,25/12/2019 12:40,25/12/2019,12:40:00,Rune Grammofon,,Different,CD,2
RDV 2047,Supersilent,7,Rune Grammofon,"DVD-V, NTSC",2005,538699,Uncategorized,25/12/2019 13:03,25/12/2019,13:03:00,Rune Grammofon,,Different,"DVD-V, NTSC",6
RLP 3197,Fire!,The Hands,Rune Grammofon,"LP, Album",2018,12019857,Uncategorized,02/11/2019 11:13,11/02/2019,11:13:00,Rune Grammofon,,Different,LP,48
RLP3178,Fire!,"She Sleeps, She Sleeps",Rune Grammofon,"LP, Album, RP",2016,8635140,Uncategorized,02/11/2019 11:25,11/02/2019,11:25:00,Rune Grammofon,,Different,LP,32
RLP3204,Maja S. K. Ratkje,Sult,Rune Grammofon,"LP, Album, Ltd, Whi + CD, Album",2019,13313544,Uncategorized,31/10/2019 23:02,31/10/2019,23:02:00,Rune Grammofon,,Different,CD,30
RLP3210,Arve Henriksen,The Timeless Nowhere,Rune Grammofon,"Box, Album, Ltd + xLP, Album + xCD, Album",2019,14408234,Uncategorized,22/11/2019 14:54,22/11/2019,14:54:00,Rune Grammofon,,Different,CD,40
"RCD 2035, RCD2035",Deathprod,Morals And Dogma,"Rune Grammofon, Rune Grammofon","CD, Album",2004,267689,Uncategorized,14/12/2019 17:55,14/12/2019,17:55:00,Rune Grammofon,Rune Grammofon,Same,CD,5
"RCD 2057, RCD2057",Susanna And The Magical Orchestra,Melody Mountain,"Rune Grammofon, Rune Grammofon","CD, Album",2006,756882,Uncategorized,07/12/2019 23:19,12/07/2019,23:19:00,Rune Grammofon,Rune Grammofon,Same,CD,6
"RCD 2070, RCD2070",Box (5),Studio 1,"Rune Grammofon, Rune Grammofon","CD, Album",2008,1946642,Uncategorized,07/12/2019 22:30,12/07/2019,22:30:00,Rune Grammofon,Rune Grammofon,Same,CD,5
"RCD 2080, RCD2080",Susanna,Flower Of Evil,"Rune Grammofon, Rune Grammofon","CD, Album",2008,1511542,Uncategorized,25/12/2019 12:36,25/12/2019,12:36:00,Rune Grammofon,Rune Grammofon,Same,CD,7
"RCD2015, RCD 2015",Nils Økland,Straum,"Rune Grammofon, Rune Grammofon","CD, Album",2000,307933,Uncategorized,20/12/2019 10:48,20/12/2019,10:48:00,Rune Grammofon,Rune Grammofon,Same,CD,6
"RCD2034, RCD 2034",Susanna And The Magical Orchestra,List Of Lights And Buoys,"Rune Grammofon, Rune Grammofon","CD, Album",2004,335775,Uncategorized,22/11/2019 16:23,22/11/2019,16:23:00,Rune Grammofon,Rune Grammofon,Same,CD,5
"RLP3090, RLP 3090",Susanna And The Magical Orchestra,3,"Rune Grammofon, Rune Grammofon","xLP, Ltd, ",2009,2342991,Uncategorized,06/06/2021 06:38,06/06/2021,06:38:00,Rune Grammofon,Rune Grammofon,Same,LP,11
RHMC 005,Interstellar Funk,Artificial Dancers (Waves Of Synth),Rush Hour (4),"x"", Comp",2020,14942272,Uncategorized,24/07/2020 12:17,24/07/2020,12:17:00,Rush Hour (4),,Different,"x"", Comp",2
FRKWYS14,Tashi Wada With Yoshi Wada And Friends,Nue,Rvng Intl.,"LP, Album, Ltd",2018,12588270,Uncategorized,22/11/2019 16:24,22/11/2019,16:24:00,Rvng Intl.,,Different,LP,43
FRKWYS16,"Ian William Craig, Daniel Lentz",Frkwys Vol. 16: In A Word,RVNG Intl.,LP,2020,17480437,Uncategorized,21/03/2021 07:46,21/03/2021,07:46:00,RVNG Intl.,,Different,LP,13
RVNGNL14,Julia Holter,Ekstasis,Rvng Intl.,"x"", Album",2012,3469484,Uncategorized,22/11/2019 18:00,22/11/2019,18:00:00,Rvng Intl.,,Different,"x"", Album",4
RVNGNL59,Greg Fox (2),Contact,Rvng Intl.,"LP, Album, Ltd, Blu",2020,15720807,Uncategorized,18/09/2020 11:37,18/09/2020,11:37:00,Rvng Intl.,,Different,LP,27
MNWP 332,Midnight Choir,Amsterdam Stranded,S2 Records,"LP, Album",1998,2830140,Uncategorized,22/11/2019 18:03,22/11/2019,18:03:00,S2 Records,,Different,LP,45
"Sähkö-012CD, Sähkö-020, No: 20, 20",Ø,Kantamoinen,"Sähkö Recordings, Sähkö Recordings, Sähkö Recordings, Sähkö Recordings","CD, Album",2005,453701,Uncategorized,28/11/2019 23:22,28/11/2019,23:22:00,Sähkö Recordings,"Sähkö Recordings, Sähkö Recordings, Sähkö Recordings",Different,CD,3
SC76,Songs: Ohia,The Magnolia Electric Co,Secretly Canadian,"CD, Album, Dig",2003,5678893,Uncategorized,12/09/2023 00:53,09/12/2023,00:53:00,Secretly Canadian,,Different,CD,6
sedcd045,Stefano Pilia,The Suncrows Fall And Tree,Sedimental,"CD, Album, Ltd",2006,956705,Uncategorized,07/12/2019 22:06,12/07/2019,22:06:00,Sedimental,,Different,CD,5
SETCD134,Josh Ritter,Golden Age Of Radio,Setanta,"CD, Album",2003,2115670,Uncategorized,07/12/2019 22:39,12/07/2019,22:39:00,Setanta,,Different,CD,4
SP099,Eli Keszler,Stadium,Shelter Press,"xLP, Ltd, Cle",2018,12654487,Uncategorized,22/11/2019 23:29,22/11/2019,23:29:00,Shelter Press,,Different,LP,23
SP115,Okkyung Lee,Yeo​-​Neun,Shelter Press,"LP, Album",2020,15281036,Uncategorized,24/04/2021 00:52,24/04/2021,00:52:00,Shelter Press,,Different,LP,18
SP134,Claire Rousay,Everything Perfect Is Already Here,Shelter Press,"LP, Album, Ltd, Sil",2022,22997771,Uncategorized,04/05/2022 04:44,05/04/2022,04:44:00,Shelter Press,,Different,LP,46
STS350CD,Various,Smalltown Supersound Remix Anthology Vol. 1-4 2002-2022,Smalltown Supersound,"xCD, Comp, Box",2023,27178851,Uncategorized,01/08/2023 14:41,08/01/2023,14:41:00,Smalltown Supersound,,Different,CD,4
STS402CD,Deathprod,Sow Your Gold In The White Foliated Earth (A Composition For Ensemble Musikfabrik's Harry Parch Instruments),Smalltown Supersound,CD,2022,24608687,Uncategorized,08/10/2022 11:02,10/08/2022,11:02:00,Smalltown Supersound,,Different,CD,7
STSAFJ199LP,Mats Gustafsson & Christian Marclay,Link,Smalltown Supersound,LP,2019,13511599,Uncategorized,30/08/2020 15:48,30/08/2020,15:48:00,Smalltown Supersound,,Different,LP,13
STSAFJ200LP,Joe McPhee & Paal Nilssen-Love,Lift Every Voice And Sing,Smalltown Supersound,LP,2019,13917737,Uncategorized,12/11/2019 21:15,11/12/2019,21:15:00,Smalltown Supersound,,Different,LP,44
SMTG 5-015,Anduin + Jasper TX,The Bending Of Light,SMTG Limited,"CD, Album",2009,1792033,Uncategorized,25/11/2019 00:10,25/11/2019,00:10:00,SMTG Limited,,Different,CD,2
SMTG 5-019,Anduin,Abandoned In Sleep,SMTG Limited,"CD, Album",2009,2034874,Uncategorized,25/11/2019 00:10,25/11/2019,00:10:00,SMTG Limited,,Different,CD,7
SUNCD095-2,A Northern Chorus,Bitter Hands Resign,Sonic Unyon,"CD, Album",2005,783298,Uncategorized,07/12/2019 23:06,12/07/2019,23:06:00,Sonic Unyon,,Different,CD,5
BSW 469461-2,Various,Rock With The Legend,Sony Music Entertainment (Greece) Α.Ε.,"CD, Comp",1991,3812163,Uncategorized,12/09/2023 01:18,09/12/2023,01:18:00,Sony Music Entertainment (Greece) Α.Ε.,,Different,CD,6
SJR LP265-Record B,Various,Deutsche Elektronische Musik 2 (Experimental German Rock And Electronic Musik 1971-83) (Record B),Soul Jazz Records,"xLP, Comp",2013,4334058,Uncategorized,31/10/2019 23:03,31/10/2019,23:03:00,Soul Jazz Records,,Different,LP,48
SJRLP494-Record B,Various,Deutsche Elektronische Musik 2 (Experimental German Rock And Electronic Musik 1971-83) (Record B),Soul Jazz Records,"xLP, Comp, RE",2022,24081428,Uncategorized,12/08/2022 15:13,08/12/2022,15:13:00,Soul Jazz Records,,Different,LP,35
"CDSOURXF 054, 7243 581947 0 8",Turin Brakes,Ether Song,"Source, Source","CD, Album, Copy Prot. + CD, Enh + S/Edition",2003,1336072,Uncategorized,02/08/2020 17:34,08/02/2020,17:34:00,Source,Source,Same,CD,2
SUNN46,Oren Ambarchi,Triste,Southern Lord,"CD, Album, RE",2005,533688,Uncategorized,01/12/2019 00:25,12/01/2019,00:25:00,Southern Lord,,Different,CD,3
"PAWCD1, 946.0010.020",Mogwai,Rock Action,"Southpaw Recordings, [PIAS] Recordings","CD, Album",2001,142858,Uncategorized,07/12/2019 22:42,12/07/2019,22:42:00,Southpaw Recordings,[PIAS] Recordings,Different,CD,4
ORBIT 029 CD,Amp,L'Amour Invisible,Space Age Recordings,"CD, Album",2002,303191,Uncategorized,01/12/2019 00:26,12/01/2019,00:26:00,Space Age Recordings,,Different,CD,3
KK: 019,Stephan Mathieu + Taylor Deupree,Transcriptions,Spekk,"CD, Album",2009,1814969,Uncategorized,25/12/2019 12:55,25/12/2019,12:55:00,Spekk,,Different,CD,2
"SPOON64, 5400863056780",Can,Live In Brighton 1975,"Spoon Records, Mute, Spoon Records, Mute","xLP, Album, Ltd, Gol",2021,21189781,Uncategorized,21/09/2022 07:53,21/09/2022,07:53:00,Spoon Records,"Mute, Spoon Records, Mute",Different,LP,14
VAN  85,Bronnt Industries Kapital,Virtute Et Industria,Static Caravan,"CD, Album, Ltd",2005,458755,Uncategorized,07/12/2019 22:29,12/07/2019,22:29:00,Static Caravan,,Different,CD,2
staubgold 83,Pedal (2),Pedal,Staubgold,"CD, Album",2008,1310408,Uncategorized,12/09/2023 01:24,09/12/2023,01:24:00,Staubgold,,Different,CD,7
STRUT266LP,The Sun Ra Arkestra Meets Salah Ragab Plus The Cairo Jazz Band,In Egypt,Strut,"LP, Album, RE, RM",2022,22816835,Uncategorized,23/04/2022 10:06,23/04/2022,10:06:00,Strut,,Different,LP,10
STRUT290CD,The Pyramids (3),Aomawa (The 1970s Recordings),Strut,"CD, Album, RE + CD, Album, RE + CD, Album, RE + CD",2022,24273797,Uncategorized,08/02/2023 04:56,02/08/2023,04:56:00,Strut,,Different,CD,2
STRUT153LPG,The Sun Ra Arkestra,Swirling,"Strut, Art Yard","xLP, Album, Ltd, Gol",2020,16131035,Uncategorized,12/12/2020 10:21,12/12/2020,10:21:00,Strut,Art Yard,Different,LP,46
STRUT237LP,Sun Ra,Lanquidity,"Strut, Art Yard, Philly Jazz (3)","LP, Album, RE",2021,20234446,Uncategorized,24/12/2021 07:06,24/12/2021,07:06:00,Strut,"Art Yard, Philly Jazz (3)",Different,LP,15
SOD-115,Sarah Davachi,All My Circles Run,Students Of Decay,"LP, Album",2017,9723202,Uncategorized,23/11/2019 21:13,23/11/2019,21:13:00,Students Of Decay,,Different,LP,33
SOD96,En (7),Already Gone,Students Of Decay,"LP, Album, Ltd",2012,3539234,Uncategorized,22/11/2019 18:16,22/11/2019,18:16:00,Students Of Decay,,Different,LP,40
SR 203,Kim Cascone / Scanner,The Crystalline Address,Sub Rosa,"CD, Album",2002,231358,Uncategorized,25/11/2019 00:14,25/11/2019,00:14:00,Sub Rosa,,Different,CD,3
SR190,Various,An Anthology Of Noise & Electronic Music / First A-Chronology 1921 – 2001,Sub Rosa,"xCD, Comp, RP",0,2459487,Uncategorized,25/11/2019 00:18,25/11/2019,00:18:00,Sub Rosa,,Different,CD,4
SR194,Philip Jeck,Host,Sub Rosa,"CD, Album, Enh",2003,197802,Uncategorized,25/12/2019 12:32,25/12/2019,12:32:00,Sub Rosa,,Different,CD,6
SR301,Novi_sad,Inhumane Humans,Sub Rosa,"CD, Album, Ltd",2010,2676231,Uncategorized,01/12/2019 00:28,12/01/2019,00:28:00,Sub Rosa,,Different,CD,6
SV097,Steve Reich,Drumming,Superior Viaduct,"xLP, Album, RE",2018,12203736,Uncategorized,31/10/2019 23:21,31/10/2019,23:21:00,Superior Viaduct,,Different,LP,46
15,Clouwbeck,From Which The River Rises,Sustain-Release,CDr,2010,2379348,Uncategorized,01/12/2019 00:33,12/01/2019,00:33:00,Sustain-Release,,Different,CD,4
"74 W, TOE-CD-74",John Cale / Tony Conrad / Angus MacLise / La Monte Young / Marian Zazeela,Inside The Dream Syndicate Volume I: Day Of Niagara (1965),"Table Of The Elements, Table Of The Elements","CD, Album",2000,11859697,Uncategorized,01/12/2019 00:22,12/01/2019,00:22:00,Table Of The Elements,Table Of The Elements,Same,CD,5
"Fm 100, TOE-LP-100",Fennesz,June,"Table Of The Elements, Table Of The Elements",""", S/Sided, Etch, Ltd, Ora",2008,1565608,Uncategorized,25/11/2019 12:33,25/11/2019,12:33:00,Table Of The Elements,Table Of The Elements,Same,""", S/Sided, Etch, Ltd, Ora",2
TAL-011,The National,Sad Songs For Dirty Lovers,Talitres Records,"CD, Album",2003,381150,Uncategorized,07/12/2019 22:35,12/07/2019,22:35:00,Talitres Records,,Different,CD,6
TAL-031,"Thee, Stranded Horse",Churning Strides,Talitres Records,"CD, Album",2007,934776,Uncategorized,12/09/2023 01:01,09/12/2023,01:01:00,Talitres Records,,Different,CD,6
TRR 108,Mono (7) & World's End Girlfriend,Palmless Prayer / Mass Murder Refrain,Temporary Residence Limited,"CD, Album",2006,775151,Uncategorized,01/12/2019 00:35,12/01/2019,00:35:00,Temporary Residence Limited,,Different,CD,4
TRR043LP,Fridge,Happiness,Temporary Residence Limited,"xLP, Album, RE",2023,27208770,Uncategorized,04/06/2023 09:59,06/04/2023,09:59:00,Temporary Residence Limited,,Different,LP,30
trr109,Eluvium,When I Live By The Garden And The Sea,Temporary Residence Limited,"CD, EP",2006,842568,Uncategorized,12/09/2023 01:12,09/12/2023,01:12:00,Temporary Residence Limited,,Different,CD,2
trr110,Eluvium,Copia,Temporary Residence Limited,"CD, Album",2007,905414,Uncategorized,12/09/2023 01:02,09/12/2023,01:02:00,Temporary Residence Limited,,Different,CD,3
TRR312,William Basinski & Lawrence English,Selva Oscura,Temporary Residence Limited,"LP, Album",2018,12672640,Uncategorized,03/11/2019 10:56,11/03/2019,10:56:00,Temporary Residence Limited,,Different,LP,17
TRR342LP,Various,Ultrasonic,Temporary Residence Limited,"xLP, S/Edition",2020,15558989,Uncategorized,24/07/2020 12:15,24/07/2020,12:15:00,Temporary Residence Limited,,Different,LP,10
TRR 43,Fridge,Happiness,"Temporary Residence Limited, Brainwashed Recordings","CD, Album",2001,97282,Uncategorized,07/12/2019 22:02,12/07/2019,22:02:00,Temporary Residence Limited,Brainwashed Recordings,Different,CD,6
TRR48,Fridge,EPH Reissue,"Temporary Residence Limited, Brainwashed Recordings","CD, Album, RE + CD, Comp",2002,66032,Uncategorized,07/12/2019 22:19,12/07/2019,22:19:00,Temporary Residence Limited,Brainwashed Recordings,Different,CD,4
AS-11-lp,Getachew Mekuria & The Ex & Guests,Moa Anbessa,Terp Records,"LP, Album, RE",2009,1951714,Uncategorized,25/11/2019 18:35,25/11/2019,18:35:00,Terp Records,,Different,LP,14
TTR006LP,James Blood Ulmer With The Thing (2),Baby Talk (Live At Molde International Jazz Festival 2015),The Thing Records,"LP, Album",2017,10817292,Uncategorized,02/11/2019 11:16,11/02/2019,11:16:00,The Thing Records,,Different,LP,21
TTR007LP,The Thing (2),Again,The Thing Records,"LP, Album",2018,11978980,Uncategorized,02/11/2019 11:15,11/02/2019,11:15:00,The Thing Records,,Different,LP,16
TWI 2,Jóhann Jóhannsson,Dís,The Worker's Institute,"CD, Album, RE",2005,1933620,Uncategorized,12/09/2023 01:24,09/12/2023,01:24:00,The Worker's Institute,,Different,CD,2
TLR-137,Pelt,Reticence / Resistance,Three Lobed Recordings,"LP, Album, Ltd",2021,20956099,Uncategorized,12/08/2022 15:19,08/12/2022,15:19:00,Three Lobed Recordings,,Different,LP,18
thrill 133,David Byrne,Lead Us Not Into Temptation - Music From The Film Young Adam,Thrill Jockey,"CD, Album",2003,2354303,Uncategorized,07/12/2019 22:30,12/07/2019,22:30:00,Thrill Jockey,,Different,CD,2
THRILL 147,Radian,Juxtaposition,Thrill Jockey,"CD, Album",2004,316926,Uncategorized,20/12/2019 10:48,20/12/2019,10:48:00,Thrill Jockey,,Different,CD,5
thrill 194,Stefan Németh,Film,Thrill Jockey,"CD, Album",2008,1195194,Uncategorized,01/12/2019 00:24,12/01/2019,00:24:00,Thrill Jockey,,Different,CD,5
THRILL 246,Fennesz • David Daniell • Tony Buck,Knoxville,Thrill Jockey,"CD, Album",2010,2383918,Uncategorized,25/12/2019 12:46,25/12/2019,12:46:00,Thrill Jockey,,Different,CD,4
thrill 311,Evan Caminiti,Dreamless Sleep,Thrill Jockey,"LP, Album",2012,3819056,Uncategorized,23/11/2019 18:53,23/11/2019,18:53:00,Thrill Jockey,,Different,LP,38
thrill 313,Guardian Alien,See The World Given To A One Love Entity,Thrill Jockey,"LP, Album",2012,3869361,Uncategorized,09/09/2020 11:37,09/09/2020,11:37:00,Thrill Jockey,,Different,LP,15
thrill 401,Matmos,Ultimate Care II,Thrill Jockey,"LP, Album",2016,8165623,Uncategorized,03/11/2019 10:49,11/03/2019,10:49:00,Thrill Jockey,,Different,LP,28
thrill 424,Radian,On Dark Silent Off,Thrill Jockey,"LP, Album",2016,9274175,Uncategorized,23/11/2019 21:27,23/11/2019,21:27:00,Thrill Jockey,,Different,LP,40
Thrill 552,Maya Shenfeld,In Free Fall,Thrill Jockey,"LP, Album, Ltd, Cle",2022,21877864,Uncategorized,08/02/2023 04:55,02/08/2023,04:55:00,Thrill Jockey,,Different,LP,34
tippy 007,Tindersticks,The Trojan Horse,Tippy Toe,"CD, EP, Ltd",2003,1356056,Uncategorized,14/12/2019 17:58,14/12/2019,17:58:00,Tippy Toe,,Different,CD,4
TSQ2134,A Broken Consort,Box Of Birch,Tompkins Square,"CD, Album, RE, RM",2009,1797040,Uncategorized,07/12/2019 21:59,12/07/2019,21:59:00,Tompkins Square,,Different,CD,4
TSQ2349,A Broken Consort,Crow Autumn,Tompkins Square,"LP, Album, Ltd",2010,2143779,Uncategorized,23/11/2019 18:52,23/11/2019,18:52:00,Tompkins Square,,Different,LP,22
"TSQ2332, none",A Broken Consort,Crow Autumn,"Tompkins Square, Sustain-Release","CD, Album + CDr, Album, Ltd",2010,2163193,Uncategorized,01/12/2019 00:34,12/01/2019,00:34:00,Tompkins Square,Sustain-Release,Different,CD,7
PURE 162 CD,Electrelane,Axes,Too Pure,"CD, Album",2005,456081,Uncategorized,07/12/2019 22:26,12/07/2019,22:26:00,Too Pure,,Different,CD,3
TO:115V,Fennesz,Agora,Touch,"LP, Album",2019,13922753,Uncategorized,03/11/2019 10:58,11/03/2019,10:58:00,Touch,,Different,LP,18
TO:30,Ryoji Ikeda,+/-,Touch,"CD, Album, RP",2006,1085437,Uncategorized,25/12/2019 12:31,25/12/2019,12:31:00,Touch,,Different,CD,2
TO:50,Biosphere,Substrata²,Touch,"CD, Album, RM + CD, Album + RE",0,10325983,Uncategorized,24/11/2019 18:45,24/11/2019,18:45:00,Touch,,Different,CD,6
TO:53v,Fennesz,Venice,Touch,"xLP, Album, RE",2014,6189623,Uncategorized,02/11/2019 11:25,11/02/2019,11:25:00,Touch,,Different,LP,18
TO:59,Phill Niblock,Touch Food,Touch,"xCD, Album",2003,361923,Uncategorized,24/11/2019 15:39,24/11/2019,15:39:00,Touch,,Different,CD,7
TO:61,Oren Ambarchi,Grapes From The Estate,Touch,"CD, Album",2004,300016,Uncategorized,01/12/2019 00:25,12/01/2019,00:25:00,Touch,,Different,CD,6
TO:64,Jóhann Jóhannsson,Virðulegu Forsetar,Touch,"CD, Album + DVD-A, Album, Multichannel",2004,331187,Uncategorized,12/09/2023 01:27,09/12/2023,01:27:00,Touch,,Different,CD,4
TO:66CD,Biosphere,Dropsonde,Touch,"CD, Album",2006,586982,Uncategorized,07/12/2019 22:29,12/07/2019,22:29:00,Touch,,Different,CD,2
TO:67,Philip Jeck,Sand.,Touch,"CD, Album",2008,1263335,Uncategorized,25/12/2019 12:33,25/12/2019,12:33:00,Touch,,Different,CD,6
TO:70,Hildur Guðnadóttir,Without Sinking,Touch,"CD, Album",2009,7471591,Uncategorized,01/12/2019 00:12,12/01/2019,00:12:00,Touch,,Different,CD,7
TO:72,Mika Vainio,Aíneen Musta Puhelin = Black Telephone Of Matter,Touch,"CD, Album",2009,1766205,Uncategorized,28/11/2019 23:26,28/11/2019,23:26:00,Touch,,Different,CD,4
TO:76,Fennesz,Black Sea,Touch,"CD, Album, Dig",2008,1496410,Uncategorized,25/12/2019 12:46,25/12/2019,12:46:00,Touch,,Different,CD,3
TO:78,Oren Ambarchi,In The Pendulum's Embrace,Touch,"CD, Album, Dig",2007,1034668,Uncategorized,25/11/2019 00:17,25/11/2019,00:17:00,Touch,,Different,CD,2
TO:79,Phill Niblock,Touch Strings,Touch,"xCD, Album",2009,1965301,Uncategorized,24/11/2019 15:38,24/11/2019,15:38:00,Touch,,Different,CD,3
TO:81,Philip Jeck,An Ark For The Listener,Touch,"CD, Album",2010,2367315,Uncategorized,25/12/2019 12:31,25/12/2019,12:31:00,Touch,,Different,CD,5
TO:83V,Oren Ambarchi,Audience Of One,Touch,"xLP, Album, Ltd",2012,3793722,Uncategorized,03/11/2019 10:57,11/03/2019,10:57:00,Touch,,Different,LP,23
Tone 31,Lawrence English,Kiri No Oto,Touch,"CD, Album",2008,1369671,Uncategorized,24/11/2019 15:40,24/11/2019,15:40:00,Touch,,Different,CD,7
Tone 32,Fennesz + Sakamoto,Cendre,Touch,"CD, Album",2007,953777,Uncategorized,25/12/2019 12:52,25/12/2019,12:52:00,Touch,,Different,CD,2
Tone 34,"Gavin Bryars / Alter Ego (9), Philip Jeck",The Sinking Of The Titanic,Touch,"CD, Album, Ltd",2007,1132346,Uncategorized,25/12/2019 13:04,25/12/2019,13:04:00,Touch,,Different,CD,5
Tone 38,Biosphere,"Wireless - Live At The Arnolfini, Bristol",Touch,"CD, Album, Mixed",2009,1701275,Uncategorized,07/12/2019 22:01,12/07/2019,22:01:00,Touch,,Different,CD,6
TONE 44V,Fennesz,Seven Stars,Touch,"""",2011,2896237,Uncategorized,09/03/2020 15:16,03/09/2020,15:16:00,Touch,,Different,"""",3
Tone 46,Fennesz + Sakamoto,Flumina,Touch,"xCD, Album",2011,3242181,Uncategorized,25/12/2019 12:50,25/12/2019,12:50:00,Touch,,Different,CD,5
TG246CD,Nina Nastasia,"""Dogs""",Touch And Go,"CD, Album",2004,541929,Uncategorized,12/09/2023 01:06,09/12/2023,01:06:00,Touch And Go,,Different,CD,2
TR 147,"Peter Brötzmann, Heather Leigh Murray",Ears Are Filled With Wonder,Trost Records,"LP, Album, RP, gre",2017,9829034,Uncategorized,03/11/2019 10:52,11/03/2019,10:52:00,Trost Records,,Different,LP,38
TR180,Peter Brötzmann / Heather Leigh Murray,Sparrow Nights,Trost Records,"LP, Album",2018,12672220,Uncategorized,03/11/2019 10:52,11/03/2019,10:52:00,Trost Records,,Different,LP,34
TM000,Various,A Selection Of Drones Past: Singles 1993-2000,tUMULt,"xCD, Comp",2006,827093,Uncategorized,20/12/2019 15:29,20/12/2019,15:29:00,tUMULt,,Different,CD,3
TYPE 005,Goldmund,Corduroy Road,Type,"CD, Album, RP",0,405425,Uncategorized,01/12/2019 00:13,12/01/2019,00:13:00,Type,,Different,CD,7
TYPE 006,Julien Neto,Le Fumeur De Ciel,Type,"CD, Album, Ltd, Dig",2005,1252709,Uncategorized,07/12/2019 22:42,12/07/2019,22:42:00,Type,,Different,CD,3
TYPE 009,Deaf Center,Pale Ravine,Type,"CD, Album, Ltd, Dig",2005,1159628,Uncategorized,14/12/2019 17:56,14/12/2019,17:56:00,Type,,Different,CD,7
TYPE 055,Richard Skelton,Landings,Type,"CD, Album, RE",2010,2110813,Uncategorized,01/12/2019 00:31,12/01/2019,00:31:00,Type,,Different,CD,6
TYPE017,Xela,For Frosty Mornings And Summer Nights,Type,"CD, Album, RE, RM, Dig",2007,866688,Uncategorized,12/09/2023 00:58,09/12/2023,00:58:00,Type,,Different,CD,2
TYPE025,Sylvain Chauveau,The Black Book Of Capitalism,Type,"CD, Album, RE, RM",2008,1666495,Uncategorized,25/12/2019 12:44,25/12/2019,12:44:00,Type,,Different,CD,2
TYPE029,Aaron Martin (2) & Machinefabriek,Cello Recycling | Cello Drowning,Type,"CD, MiniAlbum",2007,1029405,Uncategorized,01/12/2019 00:36,12/01/2019,00:36:00,Type,,Different,CD,3
type033,Svarte Greiner,Kappe,Type,"CD, Album",2009,1619518,Uncategorized,01/12/2019 00:12,12/01/2019,00:12:00,Type,,Different,CD,3
TYPE034,Sylvain Chauveau,Nuage,Type,"CD, Album, Dig",2007,1142427,Uncategorized,25/12/2019 12:45,25/12/2019,12:45:00,Type,,Different,CD,7
TYPE038,Grouper,Dragging A Dead Deer Up A Hill,Type,"CD, Album",2008,1364732,Uncategorized,07/12/2019 22:14,12/07/2019,22:14:00,Type,,Different,CD,5
TYPE050,On (6),Your Naked Ghost Comes Back At Night,Type,"CD, Album, RE",2009,1865085,Uncategorized,01/12/2019 00:27,12/01/2019,00:27:00,Type,,Different,CD,7
TYPE074,Jon Mueller,The Whole,Type,"CD, Album",2010,2536071,Uncategorized,01/12/2019 00:34,12/01/2019,00:34:00,Type,,Different,CD,2
TYPE075,Jefre Cantu-Ledesma,Love Is A Stream,Type,"CD, Album",2010,2518171,Uncategorized,25/11/2019 00:13,25/11/2019,00:13:00,Type,,Different,CD,5
TYPE088,Ezekiel Honig,Folding In On Itself,Type,"CD, Album",2011,2974204,Uncategorized,01/12/2019 00:13,12/01/2019,00:13:00,Type,,Different,CD,3
"TYPE 016, TYPE016",Svarte Greiner,Knive,"Type, Type","CD, Album",2006,826025,Uncategorized,24/11/2019 15:37,24/11/2019,15:37:00,Type,Type,Same,CD,5
TZ 7264,Death Ambient,Drunken Forest,Tzadik,"CD, Album",2007,1041407,Uncategorized,20/12/2019 10:45,20/12/2019,10:45:00,Tzadik,,Different,CD,2
TZ 7374,John Zorn,Alhambra Love Songs,Tzadik,"CD, Album",2009,2077170,Uncategorized,28/11/2019 23:30,28/11/2019,23:30:00,Tzadik,,Different,CD,5
TZ 8007,Annie Gosfield,Lost Signals And Drifting Satellites,Tzadik,"CD, Album",2004,894266,Uncategorized,25/12/2019 12:38,25/12/2019,12:38:00,Tzadik,,Different,CD,2
800 051-2,Dire Straits,Dire Straits,Vertigo,"CD, Album, RE, Red",0,5810204,Uncategorized,12/09/2023 01:21,09/12/2023,01:21:00,Vertigo,,Different,CD,2
VP 80089,Scott Walker,The Beginning / The Scott Engel Sessions,Vinyl Passion,"LP, Comp, RM, DMM",2017,10502804,Uncategorized,19/09/2022 04:25,19/09/2022,04:25:00,Vinyl Passion,,Different,LP,18
